연도,시도,학제,학급수,학급수_특수,학생수,학업중단자_전체,자퇴_전체,전출_전체,전입_전체,학업중단률_급,다문화학생_계,국제결혼_국내출생_전체,국제결혼_중도입국_전체,외국인가정_전체,해외출국_급,학생1인당_교지면적,학생1인당_건물면적,일반교실수,교과교실수,특별교실수,학급당_학생수_급,특수학급_비율_급,다문화_비율_급,중도입국_비율_급,외국인가정_비율_급,해외출국_비율_급,자퇴_비율_급,교실_학생당,GRDP_1인당,사교육_참여율,사교육비_1인당_만원,교원1인당_학생수,학력향상_억원,학력향상_세출비중,학력향상_학생당_천원,누리과정_억원,누리과정_학생당_천원,누리과정_세출비중,다문화이탈주민_억원,다문화이탈주민_학생당_천원,다문화이탈주민_세출비중,돌봄교실_억원,돌봄교실_학생당_천원,돌봄교실_세출비중,미달률_중_실측,미달률_고_실측,실측미달률,위험도_pct,위험도_점수
2019,부산,초,6905,333,155589,805,0,7034,6698,0.5,4509,4054,252,203,510,24.74591391422273,17.039372963384302,7180,553,2091,22.532802317161476,4.822592324402606,2.898019782889536,0.16196517748684033,0.1304719485310658,0.3277866687233673,0.0,63.14071046153648,27577.0,75.9,31.6,17.14,81.4065146,0.169677148568177,26.170763295709172,,,,,,,,,,,,,,
2020,부산,초,6914,344,153527,786,0,7378,7032,0.5,4770,4281,248,241,465,24.914699043165047,17.438574322431887,7207,582,2080,22.205235753543533,4.975412207115997,3.106945358145473,0.16153510457443968,0.15697564597758049,0.3028783210770744,0.0,64.28185270343327,27204.0,67.1,28.3,16.94,81.9053316,0.1731350229986133,26.95593258493528,,,,,,,,,,,,,,
2021,부산,초,6914,342,153921,588,0,9458,9261,0.4,4890,4340,284,266,224,24.922395254708583,17.545266727736955,7262,604,2078,22.26222157940411,4.946485391958346,3.176954411678718,0.18451023577029774,0.172815925052462,0.1455292000441785,0.0,64.60456987675497,29395.0,77.4,36.9,16.56,314.4697214,0.6315020782334715,103.86182616248922,,,,,,,,,,,,,,
2022,부산,초,7105,350,154858,595,0,7536,7630,0.4,4834,4270,283,281,188,24.73586124062044,17.54898035619729,7433,574,2037,21.795636875439833,4.926108374384237,3.12156943780754,0.18274806597011456,0.1814565602035413,0.1214015420578853,0.0,64.8594195973085,31611.0,78.7,39.5,15.94,222.12341,0.4556062017609751,74.05101013468462,2278.7522927,759.6853889518602,4.674039880943485,26.8988338,8.96747359647953,0.0551732728190051,125.4945726,41.83710248033071,0.2574069323170527,,,,,
2023,부산,초,7083,360,152219,929,0,6650,6677,0.6,4818,4160,291,367,404,25.157844947082825,18.005492087058776,7439,560,2045,21.490752506000284,5.082592121982211,3.1651764891373615,0.19117192991676468,0.24109999408746607,0.2654070779600444,0.0,65.98387849085857,31611.0,80.1,43.4,15.54,319.08753,0.5632134417735251,107.40613965700052,2042.3204749,687.4532456704311,3.604848938700203,32.6475662,10.989301445714188,0.0576254049320918,151.395532,50.96034198966626,0.2672244780197266,,,,,
2024,부산,초,6999,376,146511,786,0,7371,7438,0.5,4806,4086,297,423,354,26.07353031512992,18.729590269672585,7490,575,2016,20.933133304757824,5.372196028004001,3.280299772713312,0.20271515449351926,0.2887155230665274,0.24162008313368963,0.0,68.80712028448376,31611.0,81.3,48.3,15.32,359.24838,0.6845628334392332,122.38314528656691,1964.9046826,669.3731374512851,3.7442081630505135,35.5859356,12.122862535088435,0.0678104906274652,142.5735152,48.56972556073366,0.2716798042031632,,,,,
2012,서울,고,10509,188,344391,6846,0,6632,6567,1.9,619,328,137,154,1584,20.713131295533277,13.1870083712989,0,0,0,32.77105338281473,1.78894281092397,0.17973756573197325,0.03978036592129295,0.044716615707146815,0.45994233298779585,0.0,0.0,33312.0,73.5,31.2,19.01,,,,,,,,,,,,,2.5,4.8,4.8,4.647,20.0
2013,서울,고,10483,214,334123,6427,6207,6793,6613,1.9,731,442,136,153,1342,20.92632952535444,13.78539938884782,0,0,0,31.872841743775638,2.041400362491653,0.21878170613815873,0.04070357323500627,0.04579151988938206,0.4016484947160177,1.8576991108064995,0.0,34105.0,75.0,32.8,18.3,70.8572436,0.0900088838642065,6.396408952793279,,,,,,,,,,3.6,5.2,5.2,4.786,20.76
2014,서울,고,10355,237,320398,5625,5416,6228,6011,1.7,1006,593,224,189,1168,21.78214283484916,14.56897046798045,0,0,0,30.941380975374216,2.288749396426847,0.31398448180076033,0.06991304564947347,0.058989132266743245,0.3645465951722545,1.6903975680247694,0.0,35113.0,74.4,33.5,17.94,59.7064662,0.0771220025782051,5.607604685083039,,,,,,,,,,3.9333333333333336,6.166666666666666,6.166666666666666,5.238,23.24
2015,서울,고,10233,245,308306,4707,4567,5487,5418,1.5,1079,734,165,180,1052,22.598204381361374,15.181018209181786,10126,1677,4083,30.128603537574513,2.394214795270204,0.34997697093147717,0.053518257834748596,0.058383554001543915,0.3412194378312456,1.4813205062502837,51.526729937140374,37236.0,74.3,33.8,17.4,50.1535375,0.0632624702788271,4.905245699777104,,,,,,,,,,4.266666666666667,7.133333333333333,7.133333333333333,5.037,22.14
2016,서울,고,10096,247,299556,4175,4032,5673,5541,1.4,1407,861,212,334,974,22.79891572861168,15.780838975016357,10033,1726,4081,29.670760697305862,2.4465134706814577,0.469695148820254,0.07077140835102619,0.11149835089265445,0.3251478855372618,1.3459920682610265,52.87825982454032,39356.0,73.7,35.2,16.94,21.2973269,0.0255207263894664,2.183022451052646,,,,,,,,,,4.466666666666667,7.566666666666667,7.566666666666667,6.054,27.72
2017,서울,고,9889,250,282968,4310,4180,5541,5378,1.4,1533,1031,211,291,915,24.086684713465832,16.87568205592152,9998,1644,4042,28.614420062695924,2.528061482455253,0.541757371858302,0.07456673546125357,0.10283848350343501,0.3233581182324503,1.4771988352039807,55.42676203669673,41374.0,77.6,39.1,16.58,33.8565582,0.0376224110571794,3.608279445210604,,,,,,,,,,,,,6.484,30.08
2018,서울,고,9685,252,259554,4531,4399,5851,5765,1.6,1382,894,228,260,841,26.402760119281535,18.52709262812363,9911,1627,4094,26.799586990191017,2.601961796592669,0.5324518212009832,0.08784299220971359,0.10017183322160322,0.32401735284372424,1.694830362853202,60.22638834308083,43664.0,79.9,41.1,16.21,40.0254084,0.0416907017923954,4.443890243415005,,,,,,,,,,,,,6.94,32.58
2019,서울,고,9478,256,236689,4622,4520,5333,5337,1.8,1550,902,267,381,759,28.72742713011589,20.30737803615715,9709,1723,4137,24.972462544840685,2.7009917704156994,0.6548677800827246,0.11280625631102419,0.1609707252977536,0.3206739645695406,1.9096789457896228,65.77829979424476,45118.0,80.0,45.1,16.03,47.9494797,0.0437176146061269,5.534367084297578,,,,,,,,,,,,,8.529,41.3
2020,서울,고,9450,259,224316,4318,4236,5136,5370,1.8,1782,1028,269,485,647,30.36714278072005,21.48979564542877,9540,1807,4194,23.737142857142857,2.740740740740741,0.7944150216658643,0.11992011269815796,0.2162128425970506,0.28843239002122006,1.8884074252393943,69.28172756290233,46221.0,75.0,45.3,15.84,162.9845086,0.153648807081715,19.38139050316732,,,,,,,,,,,,,9.282,45.43
2021,서울,고,9194,266,216319,2321,2299,4100,4155,1.0,2053,1202,276,575,285,31.393761065833328,22.24780994734628,9379,1844,4235,23.52827931259517,2.893191211659778,0.9490613399655139,0.12758934721406812,0.26581114002930856,0.1317498694058312,1.062782279873705,71.45928004474874,49680.0,81.5,52.9,15.67,774.0702183,0.6763392034076016,93.76952213377784,,,,,,,,,,,,,9.659,47.5
2022,서울,고,9056,274,207388,3412,3371,4658,4495,1.6,2179,1235,319,625,444,32.78195459718017,23.261591798946903,9286,1906,4296,22.900618374558302,3.025618374558304,1.050687600054005,0.15381796439523984,0.3013674851003915,0.21409146141531812,1.6254556676374716,74.68127374775781,51612.0,84.3,59.6,15.33,573.50694,0.5416249925395129,71.12470421906391,5490.52282815,680.9190698898728,5.185297994536508,70.67683493,8.765140626782745,0.0667478238217616,263.3867887,32.664482563186745,0.2487447971678316,,,,11.733,58.88
2023,서울,고,8962,284,205784,3935,3902,4702,4666,1.9,2467,1445,302,720,374,33.12448003732069,23.61936302142052,9262,1870,4320,22.96183887525106,3.1689355054675294,1.1988298409983282,0.1467558216382226,0.3498814290712592,0.18174396454534852,1.8961629669945186,75.08844225012635,51612.0,84.8,62.8,14.96,1054.8721,0.8182681356488712,134.40069769427078,4801.9240944,611.810615298565,3.724870035193918,75.62100693,9.634832594146044,0.0586594909055813,451.0817625,57.47208936245574,0.3499057685060415,,,,12.685,64.1
2024,서울,고,8764,292,207311,4128,4101,4494,5110,2.0,3092,1734,392,966,403,32.68613821746072,23.15160797063349,9131,1783,4258,23.654837973528068,3.331811958010041,1.4914789856785218,0.1890878921041334,0.46596659125661444,0.1943939298927698,1.9781873610179874,73.18473211744673,51612.0,86.1,67.3,14.98,314.57304,0.2818619401521789,41.05593534897925,4725.2803683,616.7114807636589,4.233918750227422,79.16818827,10.332493907643636,0.0709358282709642,462.6149166,60.37735499330467,0.414509577604662,,,,15.353,78.74
2012,서울,중,9848,266,315241,4653,0,10890,10325,1.4,1371,877,273,221,2752,14.83913577231388,10.254402187532714,0,0,0,32.01066206336312,2.701056051990252,0.434905358122833,0.08660041047960132,0.0701050941977725,0.87298289245371,0.0,0.0,33312.0,73.5,31.2,19.01,,,,,,,,,,,,,2.5,4.8,2.5,2.885,10.33
2013,서울,중,9694,282,304251,4028,0,9140,8425,1.3,1660,1027,348,285,2391,15.26765400935412,10.854255203762683,0,0,0,31.385496183206108,2.9090158861151227,0.545602150855708,0.11437924608300384,0.09367265843004624,0.7858643028289142,0.0,0.0,34105.0,75.0,32.8,18.3,70.8572436,0.0900088838642065,6.396408952793279,,,,,,,,,,3.6,5.2,3.6,3.136,11.71
2014,서울,중,9497,287,286826,3561,0,8076,7826,1.2,1838,1203,372,263,2115,16.213558045644398,11.772356759847431,0,0,0,30.201747920395913,3.02200694956302,0.6408066214359925,0.12969535537224658,0.09169322167446466,0.7373808511083374,0.0,0.0,35113.0,74.4,33.5,17.94,59.7064662,0.0771220025782051,5.607604685083039,,,,,,,,,,3.9333333333333336,6.166666666666666,3.9333333333333336,3.254,12.36
2015,서울,중,9249,291,263466,2981,0,7427,7181,1.0,2049,1282,359,408,1900,17.31841300205719,12.836745538323733,8472,1973,3141,28.48589036652611,3.1462860849821603,0.7777094577668466,0.13626046624611904,0.15485869144405728,0.7211556709404628,0.0,51.56642602840594,37236.0,74.3,33.8,17.4,50.1535375,0.0632624702788271,4.905245699777104,,,,,,,,,,4.266666666666667,7.133333333333333,4.266666666666667,3.647,14.51
2016,서울,중,9028,289,239912,2532,0,6847,6396,1.0,2129,1252,328,549,1677,18.70859731901697,14.076407182633632,8300,2005,3125,26.574213557820116,3.201151971643775,0.8874087165293941,0.1367167961585915,0.22883390576544732,0.6990063023108473,0.0,55.97885891493547,39356.0,73.7,35.2,16.94,21.2973269,0.0255207263894664,2.183022451052646,,,,,,,,,,4.466666666666667,7.566666666666667,4.466666666666667,4.039,16.66
2017,서울,중,8883,285,227001,2228,0,6381,5546,0.9,2381,1444,380,557,1431,19.76527856705477,14.971013343553553,8129,2086,3163,25.55454238432962,3.2083755488010803,1.0488940577354284,0.16740014361170213,0.24537336839925813,0.6303936987061731,0.0,58.93366108519346,41374.0,77.6,39.1,16.58,33.8565582,0.0376224110571794,3.608279445210604,,,,,,,,,,,,,4.237,17.75
2018,서울,중,8855,289,216330,2329,0,5702,4985,1.0,2701,1571,414,716,1470,20.74891600795081,15.79302916840013,8140,2069,3175,24.430265386787127,3.2636928289102203,1.2485554476956502,0.19137428928026626,0.3309758239726344,0.6795174039661628,0.0,61.86844173253825,43664.0,79.9,41.1,16.21,40.0254084,0.0416907017923954,4.443890243415005,,,,,,,,,,,,,4.828,20.99
2019,서울,중,8770,291,207413,2423,0,5625,5001,1.1,3128,1783,447,898,1516,21.622405538707795,16.661081995824755,8136,2023,3199,23.650285062713795,3.3181299885974918,1.508102192244459,0.21551204601447352,0.43295261145636965,0.7309088629931586,0.0,64.40290627877712,45118.0,80.0,45.1,16.03,47.9494797,0.0437176146061269,5.534367084297578,,,,,,,,,,,,,5.612,25.29
2020,서울,중,8662,297,207081,2414,0,5310,5187,1.2,3401,1855,473,1073,1455,21.52089761977197,16.865468101853864,8047,2056,3249,23.906834449318865,3.4287693373354884,1.6423525094045326,0.22841303644467623,0.5181547317233354,0.7026236110507482,0.0,64.47718525601093,46221.0,75.0,45.3,15.84,162.9845086,0.153648807081715,19.38139050316732,,,,,,,,,,,,,6.203,28.54
2021,서울,중,8563,302,209749,1397,0,5215,4577,0.7,4049,2296,543,1210,731,21.325536712928308,16.982669762430334,8203,2005,3276,24.49480322316945,3.526801354665421,1.9304025287367281,0.25888085282885737,0.5768799851250781,0.3485117926664728,0.0,64.28636131757482,49680.0,81.5,52.9,15.67,774.0702183,0.6763392034076016,93.76952213377784,,,,,,,,,,,,,6.385,29.54
2022,서울,중,8499,312,205387,1702,0,5557,4814,0.8,4393,2592,518,1283,846,21.147453344174657,17.33658410707591,8267,1855,3319,24.166019531709612,3.6710201200141195,2.138889024134926,0.25220680958385877,0.6246743951661984,0.41190532993811685,0.0,65.44231134395069,51612.0,84.3,59.6,15.33,573.50694,0.5416249925395129,71.12470421906391,5490.52282815,680.9190698898728,5.185297994536508,70.67683493,8.765140626782745,0.0667478238217616,263.3867887,32.664482563186745,0.2487447971678316,,,,6.722,31.39
2023,서울,중,8358,321,198648,2244,0,4610,4278,1.1,4657,2717,500,1440,1158,21.80990999154283,18.09446860778865,8398,1762,3323,23.76740847092606,3.840631730078966,2.344347791067617,0.2517015021545649,0.7249003262051468,0.5829406789899723,0.0,67.87382707099995,51612.0,84.8,62.8,14.96,1054.8721,0.8182681356488712,134.40069769427078,4801.9240944,611.810615298565,3.724870035193918,75.62100693,9.634832594146044,0.0586594909055813,451.0817625,57.47208936245574,0.3499057685060415,,,,7.482,35.56
2024,서울,중,8233,333,195738,2267,0,4750,4409,1.1,4930,3008,406,1516,1216,22.11638005905854,18.337282489858893,8382,1726,3310,23.77480869670837,4.044698165917648,2.518672919923571,0.2074201228172353,0.7745046950515485,0.62123859444768,0.0,68.55081793009023,51612.0,86.1,67.3,14.98,314.57304,0.2818619401521789,41.05593534897925,4725.2803683,616.7114807636589,4.233918750227422,79.16818827,10.332493907643636,0.0709358282709642,462.6149166,60.37735499330467,0.414509577604662,,,,7.688,36.69
2012,서울,초,19648,682,502000,6425,0,37205,33629,1.2,5383,3924,765,694,5919,14.462860557768924,10.889836653386457,0,0,0,25.549674267100976,3.4710912052117266,1.0723107569721115,0.15239043824701196,0.13824701195219125,1.1790836653386454,0.0,0.0,33312.0,73.5,31.2,19.01,,,,,,,,,,,,,2.5,4.8,,,
2013,서울,초,19149,686,469392,5671,0,31486,28314,1.1,6183,4310,839,1034,5051,15.552915260592426,11.830406142414017,0,0,0,24.51261162462792,3.5824325030027677,1.3172359136926066,0.17874186181272797,0.22028496437945258,1.0760728772539796,0.0,0.0,34105.0,75.0,32.8,18.3,70.8572436,0.0900088838642065,6.396408952793279,,,,,,,,,,3.6,5.2,,,
2014,서울,초,18854,674,457517,4948,0,26965,24192,1.1,6987,4969,881,1137,4384,15.938710474146315,12.400957778618062,0,0,0,24.26630953643789,3.5748382306141933,1.5271563679600977,0.1925611507331968,0.2485153557135582,0.9582157602886887,0.0,0.0,35113.0,74.4,33.5,17.94,59.7064662,0.0771220025782051,5.607604685083039,,,,,,,,,,3.9333333333333336,6.166666666666666,,,
2015,서울,초,18780,667,450675,4696,0,29112,26697,1.0,8514,5689,911,1914,4075,16.054922061352414,12.770526432573362,19176,1418,4045,23.997603833865814,3.551650692225772,1.889166250624064,0.2021412325955511,0.4246962888999834,0.9041992566705497,0.0,54.671326343817604,37236.0,74.3,33.8,17.4,50.1535375,0.0632624702788271,4.905245699777104,,,,,,,,,,4.266666666666667,7.133333333333333,,,
2016,서울,초,18621,677,436121,4437,0,26748,22695,1.0,10226,6518,1038,2670,3944,16.382299866321503,13.32702162931847,19119,1492,4088,23.420922614252724,3.6356801460716395,2.344762118769791,0.2380073419991241,0.6122154172809839,0.9043361819311613,0.0,56.63336551094765,39356.0,73.7,35.2,16.94,21.2973269,0.0255207263894664,2.183022451052646,,,,,,,,,,4.466666666666667,7.566666666666667,,,
2017,서울,초,18625,684,428333,4412,0,26620,22085,1.0,11033,7276,1048,2709,3825,16.830790529798076,13.653384166057716,19180,1552,4059,22.99774496644295,3.67248322147651,2.5757996698830117,0.24466945110463123,0.6324518540481354,0.8929968038885634,0.0,57.87786605281405,41374.0,77.6,39.1,16.58,33.8565582,0.0376224110571794,3.608279445210604,,,,,,,,,,,,,,
2018,서울,초,18585,697,424800,4686,0,24380,21874,1.1,11940,7690,1147,3103,3969,16.973580508474576,13.871047551789076,19201,1553,4005,22.857142857142858,3.750336292709174,2.810734463276836,0.2700094161958569,0.7304613935969868,0.9343220338983051,0.0,58.28389830508474,43664.0,79.9,41.1,16.21,40.0254084,0.0416907017923954,4.443890243415005,,,,,,,,,,,,,,
2019,서울,초,18690,729,422293,4792,0,23734,18322,1.1,13067,8236,1072,3759,4125,16.976042700210517,14.050569154591717,19220,1471,4023,22.594596040663458,3.900481540930979,3.094297087567163,0.25385218319981623,0.890140258067266,0.9768099400179496,0.0,58.5233475335845,45118.0,80.0,45.1,16.03,47.9494797,0.0437176146061269,5.534367084297578,,,,,,,,,,,,,,
2020,서울,초,18561,761,409536,5154,0,22611,20301,1.2,12938,8014,935,3989,4392,17.666976773714644,14.653241717455852,19150,1475,4070,22.06432843058025,4.099994612359248,3.1591850289107675,0.2283071573683388,0.9740291451789342,1.0724331926863573,0.0,60.29994921081419,46221.0,75.0,45.3,15.84,162.9845086,0.153648807081715,19.38139050316732,,,,,,,,,,,,,,
2021,서울,초,18396,774,399435,2700,0,26832,24535,0.7,13093,8120,812,4161,1916,17.920234831699776,15.10729905992214,19041,1454,4087,21.7131441617743,4.207436399217221,3.27788000550778,0.20328714308961407,1.041721431522025,0.479677544531651,0.0,61.54192797326223,49680.0,81.5,52.9,15.67,774.0702183,0.6763392034076016,93.76952213377784,,,,,,,,,,,,,,
2022,서울,초,18367,804,393565,4051,0,25487,21299,1.0,12779,7925,808,4046,3013,18.171128022054805,15.49935334696937,19172,1451,4066,21.427832525725485,4.377416017858115,3.2469858854318856,0.205302808938803,1.0280385705029664,0.7655660437284819,0.0,62.73169616200627,51612.0,84.3,59.6,15.33,573.50694,0.5416249925395129,71.12470421906391,5490.52282815,680.9190698898728,5.185297994536508,70.67683493,8.765140626782745,0.0667478238217616,263.3867887,32.664482563186745,0.2487447971678316,,,,,
2023,서울,초,17884,833,380439,5723,0,19499,17866,1.5,13049,7783,826,4440,4114,18.845515312573102,16.140177531746218,19015,1576,4101,21.272590024602998,4.657794676806084,3.429984833310991,0.21711759309639653,1.167072776450364,1.0813822978190983,0.0,64.90396620746033,51612.0,84.8,62.8,14.96,1054.8721,0.8182681356488712,134.40069769427078,4801.9240944,611.810615298565,3.724870035193918,75.62100693,9.634832594146044,0.0586594909055813,451.0817625,57.47208936245574,0.3499057685060415,,,,,
2024,서울,초,17435,853,363157,5642,0,19945,18937,1.5,12978,7551,844,4583,3767,19.765834060750585,16.97854096162266,18858,1689,4095,20.829194149698882,4.892457700028678,3.57366097858502,0.23240636969685288,1.2619886164936926,1.0372924107204322,0.0,67.85494978755744,51612.0,86.1,67.3,14.98,314.57304,0.2818619401521789,41.05593534897925,4725.2803683,616.7114807636589,4.233918750227422,79.16818827,10.332493907643636,0.0709358282709642,462.6149166,60.37735499330467,0.414509577604662,,,,,
2012,울산,고,1463,36,50964,916,0,374,321,1.8,29,26,3,0,75,23.107036339376812,13.47975041205557,0,0,0,34.83526999316473,2.460697197539303,0.0569029118593517,0.00588650812338121,0.0,0.14716270308453025,0.0,0.0,62242.0,70.9,22.4,17.3,,,,,,,,,,,,,1.1333333333333333,0.9333333333333332,0.9333333333333332,1.002,0.0
2013,울산,고,1468,42,49863,809,795,339,302,1.6,52,38,6,8,76,26.444798748571085,14.810941981028018,0,0,0,33.966621253406,2.861035422343324,0.10428574293564366,0.012032970338728115,0.016043960451637487,0.15241762429055614,1.5943685698814751,0.0,62653.0,67.3,22.4,16.53,72.0326196,0.5294413953283255,44.224620485145415,,,,,,,,,,1.5,0.9666666666666668,0.9666666666666668,1.548,3.0
2014,울산,고,1468,44,47877,712,700,340,332,1.4,94,78,15,1,75,28.144056645153206,15.799924807318757,0,0,0,32.61376021798365,2.997275204359673,0.19633644547486268,0.0313302838523717,0.0020886855901581136,0.15665141926185852,1.4620799131106794,0.0,60925.0,67.6,22.2,15.87,55.2649519,0.3821602073133626,35.23719014008174,,,,,,,,,,1.3333333333333337,0.8833333333333333,0.8833333333333333,1.86,4.71
2015,울산,고,1469,45,46140,496,448,343,310,1.0,110,81,21,8,72,27.661551798873,16.93318162115301,1366,359,648,31.40912185159973,3.063308373042886,0.23840485478977025,0.045513654096228866,0.017338534893801473,0.15604681404421328,0.9709579540528825,51.43042912873862,62605.0,69.6,21.9,15.59,21.9741507,0.1586214787919036,14.522219160157023,,,,,,,,,,1.1666666666666667,0.7999999999999999,0.7999999999999999,2.186,6.5
2016,울산,고,1458,44,44558,355,314,432,369,0.8,159,122,19,18,55,31.146573005969746,17.812110058799767,1364,375,632,30.561042524005487,3.017832647462277,0.35683827819920105,0.04264105211185421,0.04039678621123031,0.12343462453431482,0.7046994927959065,53.211544503792815,64021.0,68.1,23.9,15.1,32.4735959,0.2221054655012037,22.314021782450357,,,,,,,,,,0.8000000000000002,0.9333333333333332,0.9333333333333332,2.567,8.59
2017,울산,고,1444,47,41930,407,379,414,361,0.9,174,134,19,21,42,33.506963987598375,19.316670641545432,1352,375,651,29.037396121883656,3.254847645429363,0.4149773431910327,0.045313617934652994,0.050083472454090144,0.10016694490818029,0.9038874314333413,56.7135702361078,65370.0,69.4,23.6,14.68,53.9152973,0.3265041107255539,38.271185005359285,,,,,,,,,,,,,2.86,10.19
2018,울산,고,1414,46,37687,376,361,433,358,0.9,187,133,32,22,38,37.84259824342612,21.795128293576035,1332,389,634,26.65275813295615,3.253182461103253,0.49619232095948207,0.08490991588611457,0.05837556717170377,0.10083052511476107,0.9578899885902301,62.48839122243745,63793.0,73.3,26.5,14.31,51.6167683,0.3042849463253022,37.708676972304815,,,,,,,,,,,,,3.959,16.22
2019,울산,고,1398,47,33866,421,404,317,235,1.1,197,139,29,29,21,43.13692198665328,24.31131518336975,1315,399,625,24.224606580829757,3.3619456366237483,0.581704364259139,0.0856316069213961,0.0856316069213961,0.06200909466721786,1.1929368688360007,69.06632020315361,65112.0,73.0,27.4,13.97,17.2611254,0.0909595735823404,12.94781859233533,,,,,,,,,,,,,4.512,19.26
2020,울산,고,1369,47,31391,325,319,352,308,1.0,204,150,28,26,22,46.20808511993884,26.681086935745917,1310,441,649,22.929875821767713,3.433162892622352,0.6498677965021822,0.08919754069637795,0.0828262877894938,0.07008378197572553,1.01621483864802,76.45503488260967,60895.0,65.2,25.4,13.71,22.1892384,0.1163201845250576,16.992180112570356,,,,,,,,,,,,,4.53,19.36
2021,울산,고,1346,47,30535,233,226,303,280,0.7,250,178,33,39,9,47.54324545603406,27.468511544129687,1312,444,662,22.685735512630014,3.4918276374442794,0.8187326019322089,0.10807270345505157,0.1277222859014246,0.029474373669559524,0.7401342721467169,79.18781725888324,69392.0,73.7,30.0,13.52,106.4357404,0.5220406721469071,81.73532514206728,,,,,,,,,,,,,5.543,24.92
2022,울산,고,1323,49,29557,318,302,328,299,1.0,288,184,30,74,9,48.98210237845519,28.37615454883784,1281,471,661,22.340891912320483,3.7037037037037033,0.9743884697364414,0.10149879893087933,0.2503637040295023,0.030449639679263795,1.0217545759041853,81.63886727340393,77511.0,78.4,36.7,13.11,107.17389,0.5295094518742159,83.09792747319206,962.49164,746.27374721841,4.755341256437695,31.1720768,24.169459344203823,0.154010545853556,13.03168,10.104192350336891,0.0643850636922872,,,,7.845,37.55
2023,울산,고,1326,57,30343,370,354,333,314,1.3,410,306,23,81,3,45.70962001120522,27.61678146524734,1309,468,632,22.88310708898944,4.298642533936651,1.3512177437959332,0.0758000197739182,0.266947895725538,0.009886959100945853,1.1666611739116106,79.3922815805952,77511.0,78.2,36.8,13.12,128.46564,0.5364987619080567,100.46424549549548,835.462442,653.3583912037037,3.4890618670773104,20.2579127,15.84233663350851,0.0846011827161838,9.81302,7.6740959709709715,0.0409811766055032,,,,8.244,39.74
2024,울산,고,1325,60,31251,429,415,358,326,1.4,571,425,44,102,9,44.17279447057694,26.861508431730183,1289,465,612,23.58566037735849,4.528301886792453,1.8271415314709931,0.1407954945441746,0.3263895555342229,0.028799078429490258,1.3279575053598285,75.7095772935266,77511.0,79.8,39.9,13.02,19.70815,0.0883009817906145,15.62774561890413,773.8410465,613.6238573467608,3.4671404548791527,17.4965,13.87399888985806,0.078391839310107,24.565566,19.479475061454288,0.1100642929976755,,,,10.603,52.68
2012,울산,중,1504,48,47785,351,0,1418,1380,0.7,124,97,23,4,137,20.37788008789369,11.869122109448572,0,0,0,31.7719414893617,3.1914893617021276,0.2594956576331485,0.048132259077116255,0.008370827665585435,0.28670084754630115,0.0,0.0,62242.0,70.9,22.4,17.3,,,,,,,,,,,,,1.1333333333333333,0.9333333333333332,1.1333333333333333,1.233,1.27
2013,울산,중,1485,57,45860,351,0,1230,1209,0.7,163,132,15,16,147,20.848408198866117,12.37919755778456,0,0,0,30.882154882154882,3.8383838383838382,0.3554295682511993,0.03270824247710423,0.03488879197557784,0.32054077627562144,0.0,0.0,62653.0,67.3,22.4,16.53,72.0326196,0.5294413953283255,44.224620485145415,,,,,,,,,,1.5,0.9666666666666668,1.5,1.494,2.7
2014,울산,중,1447,59,43150,294,0,1018,1015,0.6,193,157,28,8,116,21.439188876013905,13.440973348783317,0,0,0,29.82031789910159,4.077401520387007,0.44727694090382386,0.06488991888760139,0.01853997682502897,0.2688296639629201,0.0,0.0,60925.0,67.6,22.2,15.87,55.2649519,0.3821602073133626,35.23719014008174,,,,,,,,,,1.3333333333333337,0.8833333333333333,1.3333333333333337,1.692,3.79
2015,울산,중,1369,56,39040,203,0,1054,1080,0.5,238,179,22,37,98,24.127126024590165,14.866521516393442,1266,325,429,28.517165814463112,4.090577063550037,0.6096311475409836,0.05635245901639345,0.09477459016393443,0.2510245901639344,0.0,51.74180327868853,62605.0,69.6,21.9,15.59,21.9741507,0.1586214787919036,14.522219160157023,,,,,,,,,,1.1666666666666667,0.7999999999999999,1.1666666666666667,2.072,5.87
2016,울산,중,1305,54,35343,184,0,925,798,0.5,272,202,31,39,96,26.68692527516057,16.80338397985457,1235,329,461,27.082758620689656,4.137931034482759,0.7696007696007696,0.08771185241773477,0.11034716917069859,0.27162380103556577,0.0,57.295645530939645,64021.0,68.1,23.9,15.1,32.4735959,0.2221054655012037,22.314021782450357,,,,,,,,,,0.8000000000000002,0.9333333333333332,0.8000000000000002,2.486,8.14
2017,울산,중,1255,55,32931,149,0,739,684,0.4,294,227,28,39,69,28.942850201937382,18.059730952597857,1195,334,488,26.2398406374502,4.382470119521913,0.8927758039537215,0.08502626704321156,0.1184294433816161,0.2095290152136285,0.0,61.249278795056334,65370.0,69.4,23.6,14.68,53.9152973,0.3265041107255539,38.271185005359285,,,,,,,,,,,,,2.556,8.53
2018,울산,중,1237,55,31906,131,0,772,611,0.4,369,288,31,50,69,30.27245659123676,18.65815207171065,1185,327,497,25.793047696038805,4.44624090541633,1.1565222842098666,0.0971604087005579,0.15671033661380304,0.2162602645270482,0.0,62.96621325142607,63793.0,73.3,26.5,14.31,51.6167683,0.3042849463253022,37.708676972304815,,,,,,,,,,,,,3.023,11.09
